source,target
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
Malaysia,China
China,China
China,China
China,China
China,China
Singapore,Malaysia
China,Malaysia
China,China
Thailand,South Korea
China,Vietnam
China,Singapore
China,Singapore
Japan,Thailand
Japan,Thailand
China,Thailand
China,Thailand
China,Australia
Malaysia,China
China,China
Vietnam,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,Vietnam
China,Vietnam
China,Philippines
China,Philippines
China,China
China,China
China,China
China,China
Thailand,China
China,China
South Korea,South Korea
China,China
China,China
China,China
South Korea,South Korea
China,China
China,China
China,China
South Korea,South Korea
China,Australia
China,Australia
China,China
South Korea,South Korea
South Africa,Singapore
France,Singapore
China,China
Singapore,South Korea
China,China
China,China
China,China
China,China
China,China
China,China
China,China
Vietnam,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
Germany,Singapore
China,China
China,China
China,China
China,China
China,China
China,China
South Korea,South Korea
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
South Korea,South Korea
South Korea,South Korea
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,Japan
China,Japan
China,China
China,China
China,China
Singapore,South Korea
China,Japan
China,China
China,Malaysia
China,Malaysia
China,China
China,China
China,Japan
China,Japan
China,Japan
Singapore,Malaysia
Singapore,Malaysia
Singapore,Malaysia
China,Nepal
China,Singapore
Italy,Australia
China,Singapore
China,Singapore
Italy,Australia
China,South Korea
Italy,Australia
China,South Korea
Italy,Australia
China,Thailand
China,Thailand
United Kingdom,Australia
China,Thailand
Italy,Australia
China,Thailand
Malaysia,Australia
China,Vietnam
Malaysia,Singapore
Malaysia,Singapore
Singapore,Malaysia
Malaysia,Malaysia
China,Australia
China,Australia
China,China
China,China
Vietnam,China
China,China
China,Australia
China,China
China,Australia
China,Thailand
China,Singapore
China,South Korea
China,Japan
United Kingdom,Singapore
China,China
China,China
China,China
China,China
United States,Japan
China,Japan
China,China
Thailand,China
Thailand,China
China,China
China,China
China,China
Thailand,China
Thailand,China
Thailand,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
China,China
United States,Singapore
Italy,Singapore
China,China
China,China
Singapore,United Kingdom
France,United Kingdom
France,United Kingdom
China,United Kingdom
Italy,United Kingdom
Ireland,United Kingdom
Italy,United Kingdom
Spain,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Japan,United Kingdom
Japan,United Kingdom
Japan,United Kingdom
Japan,United Kingdom
Italy,United Kingdom
Iran,United Kingdom
Iran,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Iran,United Kingdom
Iran,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Germany,United Kingdom
Singapore,United Kingdom
Japan,United Kingdom
Iran,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,United Kingdom
Italy,Romania
Italy,Romania
Italy,Romania
Italy,Romania
Italy,Romania
Italy,Romania
Italy,Romania
Italy,Malta
Italy,Malta
Italy,Malta
Italy,Malta
Italy,Malta
Italy,Malta
Italy,Malta
Italy,Malta
Belgium,Malta
Germany,Malta
Netherlands,Malta
Ireland,Malta
Ireland,Malta
Ireland,Malta
Spain,Malta
United Kingdom,Malta
Germany,Malta
Poland,Malta
Germany,Malta
Poland,Malta
United Kingdom,Malta
Spain,Malta
Spain,Malta
Belgium,Malta
Belgium,Malta
United Kingdom,Malta
Italy,Malta
Turkey,Malta
Turkey,Malta
Spain,Malta
Spain,Malta
Belgium,Malta
Belgium,Malta
United Kingdom,Malta
Australia,Malta
United Kingdom,Malta
United Kingdom,Malta
Italy,Romania
Italy,Romania
Italy,Romania
Italy,Romania
Italy,Romania
Italy,Romania
France,Argentina
Italy,Argentina
Spain,Argentina
Italy,Argentina
Spain,Argentina
France,Argentina
Canada,Bahamas
Trinidad and Tobago,Bahamas
United Arab Emirates,Bahamas
Canada,Bahamas
Trinidad and Tobago,Bahamas
United Arab Emirates,Bahamas
Dominican Republic,Bahamas
United States,Bahamas
Spain,Argentina
United States,Bahamas
Spain,Ecuador
Spain,Bolivia
United States,Bolivia
United States,Bolivia
Spain,Bolivia
Spain,Bolivia
Italy,Bolivia
Italy,Bolivia
Spain,Bolivia
United States,Bolivia
Spain,Bolivia
Spain,Bolivia
Argentina,Bolivia
Spain,Bolivia
Colombia,Bolivia
Spain,Bolivia
Brazil,Bolivia
United States,Argentina
United States,Bolivia
United Kingdom,Bolivia
Spain,Bolivia
Switzerland,Bolivia
United States,Bolivia
Bolivia,Bolivia
United States,Bolivia
Spain,Bolivia
Spain,Bolivia
Italy,Bolivia
United States,Bolivia
Mexico,Bolivia
Panama,Bolivia
France,Bolivia
Italy,Brazil
Italy,Brazil
Austria,Brazil
Germany,Brazil
Italy,Brazil
Spain,Brazil
Italy,Brazil
Portugal,Brazil
Italy,Brazil
Italy,Brazil
Italy,Brazil
Italy,Brazil
Italy,Brazil
United Kingdom,Brazil
Switzerland,Brazil
Italy,Brazil
United States,Brazil
Iran,Brazil
Italy,Brazil
Japan,Brazil
Italy,Brazil
Italy,Brazil
Italy,Brazil
Italy,Brazil
Portugal,Brazil
Spain,Brazil
Netherlands,Brazil
Israel,Brazil
Egypt,Brazil
Greece,Brazil
Italy,Brazil
Portugal,Brazil
Spain,Brazil
Netherlands,Brazil
Israel,Brazil
Egypt,Brazil
Greece,Brazil
Italy,Brazil
Portugal,Brazil
Spain,Brazil
Netherlands,Brazil
Israel,Brazil
Egypt,Brazil
Greece,Brazil
Italy,Brazil
Portugal,Brazil
Spain,Brazil
Netherlands,Brazil
Israel,Brazil
Egypt,Brazil
Greece,Brazil
Italy,Brazil
Portugal,Brazil
Spain,Brazil
Netherlands,Brazil
Israel,Brazil
Egypt,Brazil
Greece,Brazil
Portugal,Brazil
United Kingdom,Brazil
United States,Brazil
Australia,Brazil
United Arab Emirates,Brazil
Brazil,Brazil
United Kingdom,Brazil
Italy,Brazil
Italy,Brazil
Spain,Brazil
Portugal,Brazil
Netherlands,Brazil
Italy,Brazil
Italy,Brazil
Italy,Brazil
United Arab Emirates,Brazil
Brazil,Brazil
Israel,Brazil
Italy,Brazil
France,Brazil
Belgium,Brazil
Spain,Brazil
United States,Brazil
Italy,Brazil
Netherlands,Brazil
United States,Brazil
France,Brazil
Italy,Brazil
Austria,Brazil
United Kingdom,Brazil
Denmark,Brazil
France,Brazil
United States,Brazil
United States,Brazil
United States,Brazil
United Kingdom,Brazil
Germany,Brazil
United States,Brazil
United States,Brazil
Europe,Brazil
Europe,Brazil
Europe,Brazil
Europe,Brazil
Spain,Brazil
Italy,Brazil
Italy,Brazil
United Kingdom,Brazil
Ireland,Brazil
United Kingdom,Brazil
Italy,Brazil
Brazil,Brazil
United Kingdom,Brazil
Italy,Brazil
Italy,Brazil
Brazil,Brazil
Brazil,Brazil
United States,Brazil
United States,Brazil
Spain,Brazil
Brazil,Brazil
United States,Brazil
United States,Brazil
Portugal,Brazil
Italy,Brazil
Portugal,Brazil
Italy,Brazil
Portugal,Brazil
Italy,Brazil
United States,Brazil
United States,Brazil
Italy,Brazil
Brazil,Brazil
Italy,Brazil
Brazil,Brazil
Brazil,Brazil
British Virgin Islands,Brazil
Dominican Republic,Brazil
France,Brazil
France,Brazil
British Virgin Islands,Brazil
Dominican Republic,Brazil
France,Brazil
France,Brazil
United States,Brazil
Spain,Brazil
Italy,Brazil
United Kingdom,Brazil
United States,Brazil
Spain,Brazil
Spain,Brazil
Spain,Brazil
Germany,Brazil
Italy,Brazil
Austria,Brazil
Brazil,Brazil
United States,Brazil
United States,Brazil
Portugal,Brazil
Spain,Brazil
Uruguay,Brazil
Argentina,Brazil
Italy,Brazil
France,Brazil
United Kingdom,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
United States,Brazil
Brazil,Brazil
Brazil,Brazil
United Arab Emirates,Brazil
Italy,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
United Kingdom,Brazil
United Kingdom,Brazil
Spain,Brazil
United Kingdom,Brazil
Spain,Brazil
Portugal,Brazil
Netherlands,Brazil
Italy,Brazil
France,Brazil
Switzerland,Brazil
Spain,Brazil
Italy,Brazil
United States,Brazil
Morocco,Brazil
Portugal,Brazil
United Kingdom,Brazil
Spain,Brazil
Italy,Brazil
United States,Brazil
Morocco,Brazil
Portugal,Brazil
United Kingdom,Brazil
Spain,Brazil
Italy,Brazil
United States,Brazil
Morocco,Brazil
Portugal,Brazil
United Kingdom,Brazil
Spain,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Brazil,Brazil
Germany,Argentina
Spain,Guatemala
Spain,Guatemala
Switzerland,Guatemala
France,Guatemala
Spain,Guatemala
Switzerland,Guatemala
France,Guatemala
Spain,Guatemala
Switzerland,Guatemala
France,Guatemala
Australia,Guatemala
United Kingdom,Guatemala
Spain,Guatemala
United States,Guatemala
Costa Rica,Guatemala
Denmark,Guatemala
Spain,Guatemala
France,Guatemala
Costa Rica,Guatemala
United States,Guatemala
United Kingdom,Guatemala
United States,Guatemala
Mexico,Guatemala
Mexico,Guatemala
Spain,Guatemala
Spain,Guatemala
Spain,Guatemala
Spain,Guatemala
Spain,Guatemala
United States,Guatemala
Spain,Guatemala
Spain,Guatemala
Panama,Guatemala
United States,Guatemala
United States,Guatemala
United States,Guyana
United States,Mexico
United States,Mexico
Germany,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
France,Mexico
Italy,Mexico
France,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
France,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Italy,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
France,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Germany,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Italy,Mexico
Italy,Mexico
Spain,Mexico
Germany,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
France,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
France,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
France,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
Germany,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
United States,Mexico
United States,Mexico
Spain,Mexico
France,Mexico
United States,Mexico
United States,Mexico
Singapore,Mexico
United States,Mexico
Spain,Mexico
France,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
France,Mexico
Spain,Mexico
Spain,Mexico
Spain,Mexico
Italy,Mexico
Spain,Mexico
Spain,Mexico
Italy,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Spain,Mexico
United States,Mexico
Spain,Mexico
Brazil,Brazil
